date,open,high,close,low,volume,amount
2016-01-22,10095.425,10171.919,10111.567,9837.744,17811779584,276383170560
2016-01-21,10207.421,10475.511999999999,9975.974,9975.974,21004996608,332579241984
2016-01-20,10434.355,10554.035,10366.849,10297.817,22966163456,361463087104
2016-01-19,10137.38,10519.667,10501.786,10105.546,23143458816,360603680768
2016-01-18,9807.248,10273.586,10155.962,9807.248,19337160704,298935812096
2016-01-15,10268.947,10363.822,9997.925,9940.889000000001,22116016128,331743887360
2016-01-14,9678.216,10357.952,10344.942,9668.896,22851268608,334237794304
2016-01-13,10347.084,10435.239,9978.821,9978.821,20894052352,310559473664
2016-01-12,10243.569,10414.936,10293.704,10065.09,21763733504,326613598208
2016-01-11,10656.87,10809.568000000001,10212.459,10212.459,26129924096,377830440960
2016-01-08,11008.893999999998,11121.777,10888.908000000001,10376.29,28514936832,437422194688
2016-01-07,11504.9,11504.9,10760.273000000001,10745.47,7166195200,107974926336
2016-01-06,11520.771999999999,11730.48,11724.88,11413.983999999999,25349724160,414256857088
2016-01-05,11116.9,11687.48,11468.06,11063.642,29429084160,483124051968
2016-01-04,12650.719,12659.408000000001,11626.038,11625.409,20485527552,355284254720
2015-12-31,12893.12,12921.711000000001,12664.89,12664.533000000001,22226173952,432566042624
2015-12-30,12826.476999999999,12899.944,12889.833999999999,12768.168,23173189632,455547781120
2015-12-29,12676.614,12806.156,12806.156,12598.105,21500993536,408793972736
2015-12-28,13025.657,13064.5,12686.34,12686.34,27978235904,528278126592
2015-12-25,12960.255,13012.743,12980.566,12898.472,21433126912,409651445760
2015-12-24,12977.248,13003.784,12932.372,12770.358999999999,23255007232,434137694208
2015-12-23,13142.526000000002,13187.052,13007.868,12974.628,31225325568,576756580352
2015-12-22,13064.686000000002,13139.125,13139.125,12980.377,28839655424,513492549632
2015-12-21,12824.433,13047.125,13028.31,12816.715,29849067520,544467156992
2015-12-18,12825.023000000001,12904.078000000001,12830.247,12763.431,30575269888,593472716800
2015-12-17,12602.667,12825.48,12825.48,12602.667,32853768192,614923042816
2015-12-16,12533.112,12595.124,12511.028,12471.094,23545131008,462743404544
2015-12-15,12412.465,12553.788,12495.249,12412.465,22829381632,438285336576
2015-12-14,12023.813999999998,12400.594,12400.594,12004.486,21494220800,393037807616
2015-12-11,12120.595,12228.29,12134.02,12051.444,20466589696,387813408768
2015-12-10,12180.774,12318.044,12181.03,12158.653,22863894528,449240268800
2015-12-09,12112.197,12257.581,12179.831,12091.764,23296440320,450382299136
2015-12-08,12371.108999999999,12371.108999999999,12164.966,12151.153,26104307712,490750148608
2015-12-07,12351.405,12467.851999999999,12443.046999999999,12262.13,24767039488,470486319104
2015-12-04,12384.496000000001,12474.457,12329.176000000001,12268.493999999999,26807033856,503159160832
2015-12-03,12205.438999999998,12447.381000000001,12447.381000000001,12205.438999999998,24953294848,456594915328
2015-12-02,12068.976999999999,12188.011,12186.271,11830.989,26399991808,469257388032
2015-12-01,12022.835,12206.165,12081.17,11938.627,27022223360,512563544064
2015-11-30,11991.701000000001,12121.219,12037.857,11455.495,32521529344,596628275200
2015-11-27,12697.507,12733.452,11961.703000000001,11880.321000000002,37147516928,678451937280
2015-11-26,12951.998,12970.47,12767.502,12747.892,34966163456,680145059840
2015-11-25,12696.132,12904.787,12893.228000000001,12666.188,32541589504,639101370368
2015-11-24,12580.716999999999,12694.856000000002,12694.856000000002,12438.921,28393068544,530807914496
2015-11-23,12699.146,12806.316,12586.691,12539.98,36238548992,658859819008
2015-11-20,12650.248,12766.261,12702.034,12565.801000000001,36472672256,665595281408
2015-11-19,12326.161,12609.844,12609.844,12309.785,29446742016,531375063040
2015-11-18,12516.14,12580.913,12283.758,12257.042,30614951936,550775422976
2015-11-17,12744.793,12827.201000000001,12511.545,12478.973,40349696000,750831206400
2015-11-16,12180.986,12620.38,12620.38,12171.662,29240823808,539273199616
2015-11-13,12492.942,12574.962,12402.036,12272.381000000001,36299345920,669337714688
2015-11-12,12735.502,12758.673,12635.393,12483.34,40354512896,748758237184
2015-11-11,12509.525,12687.196000000002,12677.537,12445.288,38212485120,673476575232
2015-11-10,12390.527,12597.163,12500.528,12349.033000000001,40091332608,695089233920
2015-11-09,12227.405,12538.351999999999,12453.241000000002,12145.063999999998,42223243264,732033449984
2015-11-06,11952.511999999999,12292.423999999999,12273.351,11952.511999999999,37737058304,630848356352
2015-11-05,11908.688,12091.53,11939.81,11853.464,42913718272,694859661312
2015-11-04,11351.249,11884.9,11884.9,11351.249,33943820288,567976787968
2015-11-03,11341.303,11416.838,11288.143999999998,11200.597,22405132288,381608001536
2015-11-02,11306.204,11637.988000000001,11304.882,11266.038,27469090816,458115219456
2015-10-30,11542.014,11711.037,11546.051000000001,11369.395,29633595392,495291203584
2015-10-29,11565.713,11694.781,11566.662,11406.101999999999,28180961280,455150272512
2015-10-28,11689.287,11834.073,11494.347,11446.43,34152933376,554785439744
2015-10-27,11588.942,11820.723,11758.413,11229.101999999999,36633202688,584103690240
2015-10-26,11765.652,11789.02,11687.771999999999,11534.826000000001,39154749440,652830113792
2015-10-23,11397.198999999999,11653.087,11603.456,11345.527,37897883648,615621001216
2015-10-22,10921.178,11320.011,11305.103000000001,10910.878999999999,32683130880,517713494016
2015-10-21,11592.198999999999,11641.893,10915.986,10872.567,42174595072,653577158656
2015-10-20,11372.178,11597.156,11597.08,11335.783000000001,32894941184,521468968960
2015-10-19,11426.518,11498.24,11391.013,11245.014,35436314624,543478382592
2015-10-16,11301.935,11384.24,11374.833999999999,11172.042,35729727488,534961717248
2015-10-15,10862.112,11229.38,11229.38,10862.112,30849026048,463294889984
2015-10-14,10997.082,11095.338,10901.479,10880.108,29610278912,438863167488
2015-10-13,10885.105,11072.996000000001,11042.13,10850.723,29515622400,431555280896
2015-10-12,10599.883999999998,11069.681,10961.363000000001,10593.538,34134267904,489704390656
2015-10-09,10386.806,10589.518999999998,10540.194,10363.984,24188557312,340152745984
2015-10-08,10332.235,10477.209,10394.734,10265.0,23068794880,328789327872
2015-09-30,10004.795,10048.859,9988.25,9890.706,14980384768,214629367808
2015-09-29,9962.581,10070.254,9949.918,9873.780999999999,17448089600,251208876032
2015-09-28,9919.562,10124.313,10115.546999999999,9796.929,16402103296,238011662336
2015-09-25,10184.88,10249.242,9904.764000000001,9835.841999999999,22674012160,312784125952
2015-09-24,10178.098,10288.184000000001,10238.038,10124.128,22149160960,319239913472
2015-09-23,10071.333,10250.453000000001,10132.295,10040.948,23184402432,321531117568
2015-09-22,10200.546999999999,10357.417,10238.686,10121.741,26389788672,367474769920
2015-09-21,9732.122,10176.726999999999,10176.726999999999,9701.325,22716786688,313439059968
2015-09-18,9806.716,9914.585,9850.771999999999,9691.064,18768099328,254176493568
2015-09-17,9872.041,10147.175,9739.89,9739.89,27371560960,360653914112
2015-09-16,9330.755,9933.83,9890.429,9297.198,23480100864,284792127488
2015-09-15,9533.45,9719.662,9290.806999999999,9259.648000000001,19821443072,233709944832
2015-09-14,10517.684,10544.281,9778.234,9739.421,24088270848,307476922368
2015-09-11,10408.407,10555.62,10463.692,10332.411,19046508544,263289880576
2015-09-10,10449.926,10618.868999999999,10424.654,10406.021,22531418112,311068327936
2015-09-09,10367.348,10702.183,10620.133,10335.021999999999,31192592384,431875751936
2015-09-08,9898.635,10341.304,10320.226,9763.949,20042743808,260251090944
2015-09-07,10121.829,10404.223,9991.764000000001,9933.541,22854055936,299945132032
2015-09-02,9694.476999999999,10319.485,10054.801,9682.708,25917372416,325500239872
2015-09-01,10388.498,10388.498,10162.516,9954.577,24629145600,305204232192
2015-08-31,10706.226999999999,10706.226999999999,10549.163,10398.33,26670256128,365361725440
2015-08-28,10397.966,10826.191,10799.996000000001,10311.368,31598858240,424998043648
2015-08-27,10076.091999999999,10254.349,10254.349,9713.985999999999,27196186624,361016360960
2015-08-26,10199.896,10559.241000000002,9899.719000000001,9776.21,32672716800,432234528768
2015-08-25,10212.472,10529.923,10197.937,10168.416,21874675712,287967313920
2015-08-24,11399.663,11446.098999999998,10970.29,10964.091999999999,19382935552,272871702528
2015-08-21,12355.274,12511.415,11902.046,11891.839,26016079872,418791489536
2015-08-20,12864.835,13040.362,12584.577,12582.243999999999,28375572480,480880820224
2015-08-19,12328.596000000001,13028.503999999999,12960.659,12049.916000000001,33174853632,547112189952
2015-08-18,13608.516000000001,13652.542,12683.855,12634.948,38903492608,667274313728
2015-08-17,13417.326000000001,13585.961000000001,13573.902,13309.538,32680921088,560387850240
2015-08-14,13497.163999999999,13606.327,13445.874,13378.591,32679518208,574008852480
2015-08-13,13069.983,13395.176000000001,13395.176000000001,12962.0,28706246656,497721901056
2015-08-12,13201.538,13396.335,13117.101,13117.101,28511379456,506701479936
2015-08-11,13316.888,13508.298999999999,13323.085,13240.088,35182989312,623124480000
2015-08-10,12877.306999999999,13373.303999999998,13302.962,12821.892,32308072448,574797447168
2015-08-07,12543.656,12769.133,12753.048999999999,12522.473,25188804608,448819265536
2015-08-06,12274.723999999998,12595.123,12421.848999999998,12231.888,20222916608,349617586176
2015-08-05,12694.571000000002,12842.31,12524.686000000002,12447.037,27115079680,476252504064
2015-08-04,12163.121000000001,12711.562,12711.562,12105.937,26160070656,442429177856
2015-08-03,12178.572,12305.613000000001,12161.576000000001,11909.005,24373706752,402308988928
2015-07-31,12228.413,12580.961000000001,12374.253999999999,12213.462,23519152128,417611382784
2015-07-30,12766.341999999999,12988.555,12395.921999999999,12382.296,29945853952,540745826304
2015-07-29,12472.275,12823.146999999999,12823.073,12078.315,29648875520,523082530816
2015-07-28,11986.247,12676.273000000001,12316.776000000002,11718.996000000001,37431103488,618841702400
2015-07-27,13242.69,13579.639,12493.046,12488.367,36443901952,667694661632
2015-07-24,13789.313,13970.836000000001,13518.515,13424.181,40085594112,744183103488
2015-07-23,13432.612,13792.365,13754.528,13356.055,36704350208,654514192384
2015-07-22,13307.931999999999,13482.038999999999,13416.536,13098.805,33490892800,605120430080
2015-07-21,13038.148000000001,13436.912,13315.556,12928.133,31241572352,560591929344
2015-07-20,13115.48,13427.863000000001,13202.395,12942.945,35816517632,631752491008
2015-07-17,12460.507,13097.454,13004.957,12435.595,30700763136,507932540928
2015-07-16,11963.351,12600.653,12357.606000000002,11637.472,32429416448,508193538048
2015-07-15,12783.075,12792.311000000002,12132.419,12093.9,34529542144,545533657088
2015-07-14,12796.485,13091.928,12728.513,12635.197,28563515392,491957813248
2015-07-13,12367.618,12658.069,12614.155,12261.253,23384911872,391782596608
2015-07-10,11733.448,12062.902,12038.145,11696.768999999998,15891522560,247329128448
2015-07-09,10953.332,11513.36,11510.34,10932.997,20745453568,277580709888
2015-07-08,10870.143999999998,11112.616000000002,11040.889,10850.383999999998,30732859392,414188240896
2015-07-07,11660.56,11767.66,11375.604,11282.623,22732402688,301441449984
2015-07-06,13140.14,13140.14,12075.768999999998,11584.471000000001,39633797120,609083654144
2015-07-03,12475.61,13154.131000000001,12246.062,11953.081,31553617920,505096503296
2015-07-02,13655.732,13732.493999999999,12924.19,12727.229,32073508864,552266629120
2015-07-01,14185.101999999999,14696.982,13650.816,13578.375,34874208256,691162644480
2015-06-30,13274.645,14352.052,14337.965,12723.159,39954010112,721379000320
2015-06-29,14703.966,14712.163,13566.271,13250.347,35894693888,631193337856
2015-06-26,15196.558,15229.001,14398.785,14321.052,29466585088,555137957888
2015-06-25,16369.995,16399.343999999997,15692.444,15499.223,33171568640,684557139968
2015-06-24,16178.553,16345.749,16312.311000000002,15867.912,33217343488,675215441920
2015-06-23,15720.321000000002,16047.316,16045.989,14938.821000000002,29292773376,604701196288
2015-06-19,16386.98,16578.877,15725.47,15700.493999999999,28964642816,601166839808
2015-06-18,17367.129,17442.77,16734.84,16709.604,28905971712,675366764544
2015-06-17,17073.078,17474.078,17405.57,16564.365,31241916416,706310897664
2015-06-16,17502.367,17502.367,17075.932,16911.91,35302039552,805377409024
2015-06-15,18182.643,18211.758,17702.551,17668.67,40617836544,930031403008
2015-06-12,17978.049,18198.072,18098.273,17921.91,38507196416,904844607488
2015-06-11,17692.898,17889.91,17889.689,17606.426,35108790272,821410004992
2015-06-10,17297.039,17852.359,17677.572,17165.895,35876134912,810844422144
2015-06-09,17410.641,17609.275,17398.996,17184.324,34716844032,782703525888
2015-06-08,17648.723,17648.723,17452.308999999997,17145.697,42082390016,953235865600
2015-06-05,17727.859,17901.863,17649.086,17302.555,44420239360,1021528571904
2015-06-04,17579.357,17608.725,17501.053,16426.313000000002,40160006144,933840224256
2015-06-03,17626.916,17696.477,17538.504,17098.432,40720175104,965762875392
2015-06-02,17051.221,17485.578,17485.578,16963.738,39649845248,930302394368
2015-06-01,16247.389,16921.066000000003,16917.525,16245.553,36479877120,829892657152
2015-05-29,15920.326000000001,16386.055,16100.448,15299.646999999999,41243725824,900657446912
2015-05-28,16953.604,17153.803,15912.947,15909.101,52204961792,1113595969536
2015-05-27,16988.904,17061.918,16963.521,16610.779,44479520768,991067308032
2015-05-26,16456.23,16904.146,16903.471,16397.504,44692148224,973387595776
2015-05-25,15894.14,16368.908000000001,16351.056,15810.149,42140536832,912116350976
2015-05-22,16084.038,16191.152,16045.796999999999,15731.01,43612905472,953022021632
2015-05-21,15402.948,15872.588,15872.534,15402.948,35576647680,793016598528
2015-05-20,15206.559,15618.128,15337.083,15206.559,37961330688,816056303616
2015-05-19,14723.214,15173.919,15127.376,14704.328000000001,31803985920,699386757120
2015-05-18,14612.883999999998,14759.086000000001,14672.632,14564.733,29549312000,636452470784
2015-05-15,14955.411,14955.411,14694.947,14590.757,31117135872,640341245952
2015-05-14,15210.753,15299.794,15024.468,15003.723,33796022272,696829214720
2015-05-13,15075.024,15245.813,15173.091999999999,14962.377,34702221312,731822686208
2015-05-12,14975.226,15088.96,15066.288999999999,14879.597,33400096768,720769318912
2015-05-11,14572.815,14946.651000000002,14944.883,14447.781,31739418624,668704440320
2015-05-08,14271.461000000001,14481.438,14481.249,14165.07,25423546368,512939720704
2015-05-07,14080.355,14226.08,14114.728000000001,14027.603000000001,22651328512,427043979264
2015-05-06,14347.55,14569.645,14136.166000000001,14032.021,26659721216,516906450944
2015-05-05,14831.905,14831.905,14233.098,14145.501,30063779840,536178163712
2015-05-04,14846.478000000001,14958.791000000001,14860.53,14714.912,26406178816,499171098624
2015-04-30,14909.06,15009.729,14818.64,14818.64,27631869952,546808266752
2015-04-29,14669.216999999999,14907.957,14871.952,14542.321000000002,27250601984,526702477312
2015-04-28,14946.95,14979.81,14707.245,14580.421999999999,33395286016,613771313152
2015-04-27,14749.024,14910.313,14809.423999999999,14644.007,34525265920,636505423872
2015-04-24,14615.535,14771.287,14598.695,14422.537,35316596736,640007012352
2015-04-23,14842.205,14893.01,14743.216999999999,14647.138,37866377216,687742976000
2015-04-22,14529.243999999999,14756.152,14749.133,14510.934,36390428672,651713118208
2015-04-21,13882.436000000002,14438.995,14438.995,13882.436000000002,30927261696,548745740288
2015-04-20,14132.829,14288.325,13871.598999999998,13814.961000000001,37036941312,627495731200
2015-04-17,14120.773000000001,14249.468,14149.341999999999,14039.036,33430124544,588547096576
2015-04-16,13549.873,14024.677,13967.802,13492.766000000001,25965008896,481430405120
2015-04-15,14023.402,14023.402,13646.607,13646.607,31157415936,558136492032
2015-04-14,14132.612,14221.506000000001,14042.464,13920.063999999998,32690909184,614882738176
2015-04-13,14100.353000000001,14175.356000000002,14149.505,13972.41,33280811008,638813339648
2015-04-10,13718.925,14034.31,14013.335,13650.323999999999,29530791936,565353054208
2015-04-09,13898.493,13914.007,13796.733,13505.851999999999,34615058432,648752398336
2015-04-08,13814.979,13846.55,13841.716999999999,13513.145,36142919680,685766868992
2015-04-07,13626.621000000001,13769.763,13768.728000000001,13625.26,34447695872,639256100864
2015-04-03,13336.866000000002,13502.466999999999,13494.641000000001,13296.945,32623357952,602232979456
2015-04-02,13486.895,13537.38,13426.1,13235.278999999999,32176713728,583083687936
2015-04-01,13187.421999999999,13454.812,13394.725,13142.401000000002,28787562496,517514297344
2015-03-31,13420.923,13538.287,13160.663999999999,13106.969,31772860416,553665757184
2015-03-30,12917.136,13242.306,13193.316,12894.493999999999,29805119488,507012284416
2015-03-27,12779.326000000001,12930.241000000002,12874.423999999999,12717.431,23697584128,422710411264
2015-03-26,12703.346000000001,12856.213,12712.979,12601.749,30785759232,560935272448
2015-03-25,12776.003,12841.903,12757.095,12656.523000000001,33324044288,591658745856
2015-03-24,12841.145,12841.445,12801.202,12495.917,39078535168,661351628800
2015-03-23,12644.19,12813.833,12780.317,12644.19,32282079232,546104803328
2015-03-20,12427.413999999999,12659.829,12544.454,12387.888,29787406336,494727856128
2015-03-19,12549.546999999999,12552.711000000001,12429.111,12337.675,31163834368,475854503936
2015-03-18,12206.716999999999,12505.341999999999,12496.239,12190.253999999999,32214585344,486525173760
2015-03-17,12083.438,12190.276000000002,12169.516000000001,12046.798,31538180096,497461690368
2015-03-16,11791.417,12021.823,12017.773000000001,11748.083,25402662912,418529017856
2015-03-13,11680.471000000001,11751.195,11713.611,11654.192,17914822656,287291965440
2015-03-12,11593.69,11645.561000000002,11635.589,11516.247,19846127616,315014938624
2015-03-11,11554.663999999999,11682.541000000001,11525.088,11491.687,19340097536,307062243328
2015-03-10,11501.978000000001,11649.251,11556.653,11479.275,19523072000,312406179840
2015-03-09,11280.018999999998,11547.83,11533.231000000002,11169.051000000001,18494840832,286243389440
2015-03-06,11600.66,11626.106000000002,11392.396999999999,11381.905,20205864960,314927513600
2015-03-05,11597.488000000001,11628.146999999999,11566.388,11484.796,22419591168,355832889344
2015-03-04,11530.935,11688.278999999999,11655.075,11521.696000000002,21830307840,336147578880
2015-03-03,11800.989,11800.989,11526.223,11515.552,25346463744,392286994432
2015-03-02,11869.958,11955.815,11884.017,11781.61,24196079616,373783625728
2015-02-27,11736.288999999999,11819.417,11757.684,11719.663999999999,18201556992,277325316096
2015-02-26,11526.511,11752.01,11750.78,11470.427,16524576768,252743630848
2015-02-25,11755.183,11755.183,11539.7,11500.691,15271303168,244143554560
2015-02-17,11658.05,11772.15,11718.562,11644.538999999999,14936050688,240672358400
2015-02-16,11474.877,11606.014,11595.253,11437.74,16643604480,266324967424
2015-02-13,11362.003,11564.681999999999,11443.052,11338.011999999999,16696781824,260041113600
2015-02-12,11268.586000000001,11348.316,11302.731000000002,11185.003,13383619584,201616408576
2015-02-11,11174.306,11318.458,11265.626,11167.122,12821671936,193548009472
2015-02-10,10887.681,11136.62,11136.62,10875.285,10833819648,166381535232
2015-02-09,10792.003999999999,10975.847,10868.141000000001,10760.046999999999,12054317056,185381306368
2015-02-06,11022.487,11054.94,10791.103000000001,10715.43,15081439232,224832356352
2015-02-05,11367.142,11386.733999999999,11065.578000000001,11065.578000000001,17634615296,271111421952
2015-02-04,11241.976999999999,11364.375,11116.55,11111.531,15653647360,232840265728
2015-02-03,11077.479,11216.678999999998,11209.19,10993.548,14627625984,222717460480
2015-02-02,10952.14,11140.97,10963.136,10921.438999999998,13373903872,189545594880
2015-01-30,11290.454,11354.094,11150.694,11132.798999999999,15549739008,213573550080
2015-01-29,11187.296999999999,11319.473,11249.037,11161.43,15720123392,219873411072
2015-01-28,11484.991000000002,11530.094,11354.201000000001,11309.213,16807463936,252275998720
2015-01-27,11670.239,11705.906,11551.873,11368.99,20400203776,294791380992
2015-01-26,11564.219,11711.889,11686.966999999999,11512.008,18267070464,270396473344
2015-01-23,11507.438,11554.517,11436.287,11379.963,18471657472,275935232000
2015-01-22,11358.438,11499.438999999998,11471.208999999999,11342.079,19275427840,288366362624
2015-01-21,11051.948,11395.1,11372.18,11000.741000000002,21173667840,317667672064
2015-01-20,10761.276000000002,11026.053999999998,10996.482,10750.85,18089007104,275911278592
2015-01-19,10939.043,11204.489,10770.928999999998,10634.618999999999,19538006016,276241088512
2015-01-16,11496.763,11583.73,11532.802,11436.277,14725565440,219919728640
2015-01-15,11240.837,11483.751,11483.684,11161.518999999998,12583158784,186404372480
2015-01-14,11366.946000000002,11429.306999999999,11237.782,11153.166000000001,12186676224,179997360128
2015-01-13,11250.878,11418.453000000001,11355.809,11244.423,12407477248,186315161600
2015-01-12,11279.73,11376.088,11285.18,11116.058,13967474688,191166070784
2015-01-09,11424.532,11738.248,11324.761999999999,11313.246000000001,16163013632,225837416448
2015-01-08,11624.593,11656.705,11465.138,11371.925,16444678144,222247518208
2015-01-07,11612.731000000002,11714.78,11613.356000000002,11505.033000000001,16836333568,228882563072
2015-01-06,11424.921999999999,11749.138,11667.966999999999,11374.505,21161017344,287572197376
2015-01-05,11150.979,11587.278999999999,11520.59,11150.979,21835636736,277925363712
2014-12-31,10723.091,11037.607,11014.624,10711.327,15917799424,208090529792
